,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
3494,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-26,0.98,81.0,89.0,75.0
3495,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-27,0.04,83.0,88.0,79.0
3496,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-28,0.0,85.0,89.0,78.0
3497,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-29,1.5,84.0,88.0,77.0
3498,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-30,1.85,81.0,87.0,77.0
3499,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-07-31,0.98,82.0,86.0,77.0
3500,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-01,0.98,78.0,81.0,76.0
3501,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-02,1.22,83.0,84.0,75.0
3502,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-03,1.77,79.0,87.0,75.0
3503,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-04,1.22,79.0,82.0,75.0
3504,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-05,1.46,82.0,89.0,74.0
3505,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-06,2.32,,79.0,72.0
3506,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-07,0.71,78.0,83.0,74.0
3507,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-08,0.04,80.0,87.0,75.0
3508,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-09,0.39,82.0,90.0,76.0
3509,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-10,0.0,83.0,92.0,74.0
3510,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-11,0.04,,91.0,75.0
3511,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-12,0.31,82.0,92.0,75.0
3512,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-13,2.05,79.0,90.0,73.0
3513,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-14,2.13,79.0,89.0,73.0
3514,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-15,0.71,80.0,90.0,75.0
3515,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-16,0.12,84.0,91.0,77.0
3516,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-17,0.51,82.0,90.0,76.0
3517,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-18,0.98,81.0,86.0,76.0
3518,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-19,3.31,78.0,84.0,74.0
3519,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-20,3.58,77.0,80.0,75.0
3520,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-21,1.73,79.0,84.0,75.0
3521,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-22,0.12,81.0,88.0,74.0
3522,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-23,0.0,84.0,91.0,73.0
3523,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-24,0.0,87.0,93.0,72.0
3524,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-25,0.0,83.0,91.0,77.0
3525,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-26,0.0,84.0,90.0,77.0
3526,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-27,0.0,86.0,91.0,77.0
3527,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-28,0.16,83.0,92.0,77.0
3528,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-29,1.5,83.0,91.0,76.0
3529,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-30,0.55,81.0,86.0,76.0
3530,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-08-31,0.04,81.0,86.0,76.0
3531,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-01,0.0,84.0,88.0,77.0
3532,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-02,1.85,82.0,89.0,75.0
3533,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-03,0.2,79.0,85.0,75.0
3534,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-04,0.0,82.0,87.0,76.0
3535,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-05,0.04,,88.0,74.0
3536,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-06,0.04,84.0,92.0,76.0
3537,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-07,1.02,83.0,91.0,77.0
3538,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-08,0.16,83.0,91.0,78.0
3539,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-09,0.24,82.0,82.0,77.0
3540,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-10,0.83,79.0,83.0,77.0
3541,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-11,3.78,81.0,87.0,74.0
3542,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-12,1.42,80.0,85.0,76.0
3543,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-13,0.12,82.0,88.0,76.0
3544,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-14,0.08,,87.0,76.0
3545,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-15,0.24,80.0,86.0,75.0
3546,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-16,0.0,81.0,87.0,76.0
3547,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-17,0.0,83.0,90.0,77.0
3548,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-18,0.0,83.0,90.0,75.0
3549,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-19,0.0,81.0,91.0,75.0
3550,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-20,0.0,84.0,91.0,76.0
3551,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-21,0.24,82.0,90.0,73.0
3552,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-22,0.04,82.0,90.0,74.0
3553,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-23,0.16,82.0,90.0,74.0
3554,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-24,0.0,83.0,92.0,74.0
3555,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-25,0.0,84.0,92.0,77.0
3556,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-26,0.0,84.0,90.0,76.0
3557,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-27,0.04,83.0,90.0,75.0
3558,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-28,0.2,80.0,88.0,75.0
3559,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-29,0.0,85.0,91.0,77.0
3560,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-09-30,0.0,82.0,89.0,77.0
3561,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-01,0.2,82.0,90.0,74.0
3562,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-02,0.2,82.0,87.0,76.0
3563,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-03,1.22,81.0,94.0,76.0
3564,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-04,0.47,83.0,90.0,77.0
3565,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-05,0.0,84.0,90.0,78.0
3566,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-06,0.04,84.0,90.0,78.0
3567,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-07,0.16,80.0,86.0,76.0
3568,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-08,0.0,86.0,91.0,77.0
3569,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-09,1.77,82.0,90.0,73.0
3570,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-10,1.81,83.0,89.0,73.0
3571,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-11,1.42,78.0,81.0,75.0
3572,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-12,0.0,80.0,89.0,74.0
3573,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-13,0.0,85.0,90.0,74.0
3574,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-14,0.0,83.0,91.0,74.0
3575,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-15,0.0,82.0,90.0,74.0
3576,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-16,0.79,82.0,93.0,76.0
3577,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-17,0.0,82.0,90.0,74.0
3578,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-18,0.0,83.0,93.0,77.0
3579,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-19,0.35,78.0,83.0,76.0
3580,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-20,0.04,85.0,95.0,77.0
3581,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-21,0.04,81.0,88.0,74.0
3582,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-22,0.87,83.0,91.0,74.0
3583,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-23,0.2,79.0,84.0,75.0
3584,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-24,0.0,81.0,94.0,74.0
3585,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-25,0.0,82.0,91.0,73.0
3586,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-26,0.0,79.0,90.0,72.0
3587,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-27,0.0,83.0,90.0,75.0
3588,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-28,0.0,83.0,87.0,73.0
3589,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-29,0.0,82.0,89.0,74.0
3590,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-30,0.0,83.0,90.0,71.0
3591,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-10-31,0.0,78.0,85.0,72.0
3592,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-01,0.0,,90.0,74.0
3593,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-02,0.0,,89.0,72.0
3594,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-03,0.0,80.0,87.0,73.0
3595,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-04,0.16,78.0,83.0,74.0
3596,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-05,0.28,81.0,90.0,74.0
3597,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-06,0.0,79.0,85.0,72.0
3598,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-07,0.0,80.0,90.0,73.0
3599,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-08,0.0,80.0,90.0,70.0
3600,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-09,0.0,80.0,90.0,73.0
3601,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-10,0.0,80.0,91.0,72.0
3602,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-11,0.0,80.0,91.0,73.0
3603,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-12,0.0,81.0,88.0,72.0
3604,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-13,0.0,83.0,91.0,73.0
3605,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-14,0.0,83.0,90.0,72.0
3606,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-15,0.0,81.0,89.0,72.0
3607,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-16,0.0,,90.0,76.0
3608,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-17,0.0,81.0,90.0,70.0
3609,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-18,0.0,79.0,87.0,68.0
3610,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-19,0.0,77.0,86.0,67.0
3611,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-20,0.0,78.0,86.0,71.0
3612,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-21,1.3,79.0,82.0,73.0
3613,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-22,0.47,77.0,81.0,73.0
3614,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-23,0.0,81.0,92.0,72.0
3615,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-24,0.0,,92.0,69.0
3616,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-25,0.0,81.0,90.0,72.0
3617,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-26,0.0,80.0,87.0,70.0
3618,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-27,0.0,80.0,88.0,69.0
3619,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-28,0.0,84.0,90.0,75.0
3620,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-29,0.0,77.0,85.0,69.0
3621,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-11-30,0.0,78.0,84.0,66.0
3622,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-01,0.0,,82.0,63.0
3623,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-02,0.0,77.0,84.0,63.0
3624,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-03,0.0,77.0,86.0,66.0
3625,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-04,0.0,79.0,86.0,70.0
3626,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-05,0.0,79.0,83.0,68.0
3627,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-06,0.0,74.0,85.0,66.0
3628,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-07,0.0,78.0,83.0,70.0
3629,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-08,0.0,75.0,83.0,64.0
3630,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-09,0.0,77.0,83.0,65.0
3631,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-10,0.0,75.0,84.0,65.0
3632,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-11,0.0,76.0,83.0,64.0
3633,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-12,0.0,76.0,86.0,66.0
3634,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-13,0.0,77.0,88.0,68.0
3635,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-14,0.0,,89.0,68.0
3636,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-15,0.0,78.0,86.0,73.0
3637,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-16,0.0,76.0,81.0,71.0
3638,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-17,0.0,78.0,84.0,73.0
3639,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-18,0.0,79.0,86.0,72.0
3640,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-19,0.0,76.0,86.0,72.0
3641,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-20,0.0,79.0,85.0,72.0
3642,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-21,0.0,76.0,88.0,69.0
3643,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-22,0.0,80.0,89.0,72.0
3644,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-23,0.0,81.0,87.0,71.0
3645,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-24,0.0,81.0,88.0,72.0
3646,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-25,0.0,79.0,89.0,70.0
3647,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-26,0.0,80.0,86.0,72.0
3648,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-27,0.0,78.0,87.0,69.0
3649,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-28,0.0,78.0,88.0,68.0
3650,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-29,0.0,81.0,89.0,68.0
3651,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-30,0.0,77.0,84.0,67.0
3652,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1989-12-31,0.0,,86.0,68.0
3653,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-01,0.0,,88.0,64.0
3654,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-02,0.0,80.0,90.0,73.0
3655,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-03,0.0,81.0,88.0,68.0
3656,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-04,0.0,78.0,87.0,66.0
3657,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-05,0.0,78.0,89.0,68.0
3658,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-06,0.0,79.0,87.0,73.0
3659,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-07,0.0,78.0,86.0,66.0
3660,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-08,0.0,79.0,86.0,67.0
3661,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-09,0.0,81.0,88.0,72.0
3662,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-10,0.0,80.0,88.0,70.0
3663,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-11,0.04,82.0,92.0,75.0
3664,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-12,0.0,80.0,91.0,68.0
3665,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-13,0.0,80.0,88.0,70.0
3666,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-14,0.0,80.0,90.0,69.0
3667,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-15,0.0,82.0,91.0,70.0
3668,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-16,0.0,78.0,89.0,68.0
3669,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-17,0.0,76.0,83.0,66.0
3670,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-18,0.0,74.0,83.0,64.0
3671,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-19,0.0,75.0,85.0,64.0
3672,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-20,0.0,75.0,87.0,64.0
3673,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-21,0.0,75.0,87.0,68.0
3674,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-22,0.0,,89.0,71.0
3675,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-23,0.04,79.0,87.0,73.0
3676,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-24,0.0,,88.0,71.0
3677,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-25,0.0,,89.0,75.0
3678,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-26,0.08,,83.0,71.0
3679,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-27,0.0,,88.0,69.0
3680,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-28,0.0,,87.0,71.0
3681,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-29,0.0,83.0,90.0,73.0
3682,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-30,0.0,81.0,91.0,71.0
3683,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-01-31,0.0,81.0,90.0,70.0
3684,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-01,0.0,80.0,90.0,70.0
3685,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-02,0.0,84.0,90.0,74.0
3686,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-03,0.0,81.0,92.0,69.0
3687,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-04,0.0,81.0,91.0,70.0
3688,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-05,0.0,83.0,93.0,70.0
3689,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-06,0.0,83.0,91.0,71.0
3690,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-07,0.0,80.0,89.0,71.0
3691,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-08,0.0,,90.0,75.0
3692,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-09,0.0,,91.0,75.0
3693,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-10,0.0,80.0,90.0,66.0
3694,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-11,0.0,79.0,92.0,66.0
3695,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-12,0.0,81.0,91.0,71.0
3696,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-13,0.0,82.0,91.0,70.0
3697,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-14,0.0,80.0,91.0,69.0
3698,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-15,0.0,77.0,91.0,64.0
3699,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-16,0.0,80.0,92.0,70.0
3700,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-17,0.0,80.0,89.0,72.0
3701,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-18,0.0,81.0,90.0,69.0
3702,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-19,0.0,80.0,90.0,68.0
3703,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-20,0.0,79.0,92.0,69.0
3704,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-21,0.0,82.0,90.0,70.0
3705,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-22,0.0,82.0,92.0,71.0
3706,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-23,0.0,82.0,91.0,68.0
3707,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-24,0.0,82.0,93.0,68.0
3708,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-25,0.04,80.0,90.0,71.0
3709,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-26,0.0,81.0,91.0,68.0
3710,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-27,0.0,82.0,93.0,70.0
3711,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-02-28,0.0,85.0,92.0,74.0
3712,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-01,0.0,83.0,92.0,70.0
3713,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-02,0.0,83.0,92.0,68.0
3714,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-03,0.0,83.0,92.0,71.0
3715,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-04,0.0,83.0,92.0,73.0
3716,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-05,0.0,83.0,91.0,73.0
3717,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-06,0.0,85.0,91.0,71.0
3718,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-07,0.0,81.0,91.0,73.0
3719,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-08,0.08,79.0,85.0,73.0
3720,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-09,0.0,80.0,87.0,71.0
3721,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-10,0.0,77.0,87.0,69.0
3722,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-11,0.0,79.0,87.0,68.0
3723,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-12,0.0,80.0,90.0,73.0
3724,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-13,0.0,82.0,91.0,67.0
3725,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-14,0.0,83.0,92.0,68.0
3726,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1990-03-15,0.0,83.0,92.0,73.0
